1000 332643
846 111 4
865 567 23
465 66 39
504 193 100
394 137 95
892 125 39
672 593 90
700 50 66
335 804 6
575 894 20
24 682 11
714 665 89
473 571 11
572 655 76
685 741 67
319 673 49
519 585 91
185 689 30
397 53 25
481 901 34
124 807 44
982 42 95
831 239 10
280 176 76
580 535 4
968 545 71
667 681 82
918 286 64
221 707 28
304 816 51
525 881 66
470 797 80
989 602 20
709 538 70
99 648 64
389 334 32
955 617 65
594 917 81
966 530 59
103 885 85
878 794 38
908 2 20
644 212 3
96 391 55
779 757 53
515 160 42
139 538 70
669 267 3
762 879 2
923 318 97
138 155 66
375 481 62
568 707 77
935 64 73
409 547 58
52 110 21
320 348 72
210 993 43
608 500 8
426 562 66
579 779 80
498 711 34
941 360 21
409 968 87
863 907 17
731 669 41
934 142 72
340 332 63
909 15 5
429 779 50
30 48 82
307 818 63
707 93 98
298 329 43
133 302 22
209 699 59
608 330 97
839 664 84
407 58 69
309 818 14
711 626 27
764 418 3
294 256 61
702 28 87
523 1 67
995 600 68
11 529 82
376 238 78
801 675 54
699 858 12
559 44 52
886 1000 95
3 229 58
879 316 69
848 400 15
643 271 18
465 94 46
871 996 91
198 57 93
826 239 33
347 734 23
369 897 47
677 445 94
6 39 3
90 297 97
388 998 69
773 299 49
134 678 81
654 463 77
811 341 8
412 289 9
977 348 71
168 412 99
26 575 78
149 120 14
226 891 89
592 215 17
231 600 73
34 677 91
224 99 100
746 809 49
750 831 11
244 813 56
45 788 81
649 901 96
10 556 93
202 989 72
1 734 60
822 678 83
893 179 66
872 820 86
970 652 90
546 218 44
219 213 75
278 30 53
131 967 69
184 609 87
808 807 27
721 968 83
766 831 73
207 961 67
947 242 63
511 626 50
23 603 9
75 953 61
847 58 92
43 509 22
590 81 67
220 200 78
38 843 28
761 386 74
585 793 10
375 114 22
745 302 54
875 836 3
564 331 34
473 151 8
511 746 49
361 986 20
878 473 98
746 408 21
992 821 37
734 667 91
834 119 89
590 591 90
646 683 75
838 512 61
998 254 6
152 122 29
361 182 87
486 576 44
699 592 27
576 907 97
508 900 44
404 771 43
386 749 21
180 343 54
696 903 3
85 214 96
767 83 19
219 889 24
524 173 92
573 750 26
957 804 76
460 458 64
247 265 75
839 164 58
807 849 27
158 832 100
643 642 63
782 821 2
262 564 79
330 800 48
150 216 93
53 275 41
795 603 12
99 969 42
815 141 39
353 493 83
67 392 77
766 111 67
562 120 43
174 623 81
426 893 62
413 881 69
546 541 24
238 119 22
430 28 42
501 544 5
521 921 53
165 588 92
329 821 39
320 596 50
286 435 95
289 204 57
90 392 75
190 380 100
851 765 68
342 729 95
849 897 40
845 354 26
305 24 76
776 176 7
101 683 51
336 857 87
866 870 8
129 592 15
740 493 81
28 341 24
441 257 90
210 522 11
422 385 18
662 453 80
585 385 10
558 554 33
687 731 12
97 119 10
215 355 59
769 233 9
463 214 21
708 808 83
94 934 69
584 221 63
31 537 57
817 23 71
823 864 54
826 207 76
691 745 54
184 837 9
122 813 59
555 920 17
735 184 81
906 827 88
389 121 7
328 793 67
687 914 23
506 192 18
583 219 48
703 932 21
47 608 10
703 709 69
928 210 74
413 315 96
444 549 10
77 1000 85
952 740 56
907 388 20
301 525 39
978 705 79
418 554 68
882 870 77
401 438 60
268 933 3
819 48 63
442 893 23
110 6 39
408 436 25
812 128 20
171 93 19
900 331 14
319 513 24
537 7 87
554 293 44
60 249 30
241 510 61
68 328 22
389 314 86
33 437 26
348 609 7
90 253 23
417 349 59
329 273 61
142 215 23
393 868 16
143 220 8
383 688 93
534 371 21
348 95 29
631 466 66
401 24 85
90 60 38
164 116 16
293 787 9
937 695 10
50 601 98
972 684 28
288 118 50
58 422 42
266 329 95
256 416 87
785 576 18
513 546 10
53 875 12
50 565 57
991 762 76
581 497 51
437 103 9
673 289 22
417 840 40
77 809 24
784 399 11
664 670 3
188 191 22
29 923 31
158 462 11
415 748 11
252 225 41
77 214 77
181 115 76
361 972 89
760 463 40
70 352 100
830 995 42
867 463 27
429 802 95
330 31 24
993 48 91
941 421 78
476 639 84
182 93 74
939 553 93
143 171 27
671 325 5
839 858 50
328 96 78
266 364 63
438 582 46
726 499 84
860 58 43
753 992 91
200 991 92
609 232 22
460 975 60
243 939 55
221 821 65
416 779 28
506 230 58
975 413 13
631 965 60
81 163 84
263 524 100
155 8 45
112 743 69
865 248 81
417 641 51
410 454 72
735 128 53
407 913 61
693 632 31
473 169 59
252 489 4
519 929 95
766 745 23
446 989 98
114 784 83
136 415 43
851 604 94
453 448 75
115 386 9
371 540 8
24 907 49
831 282 12
479 267 79
240 479 47
675 509 46
704 792 32
462 67 20
30 812 100
456 932 66
172 307 34
37 686 92
127 523 30
239 986 54
430 366 56
413 647 45
742 677 16
721 964 84
142 782 4
150 473 40
358 120 58
298 10 30
518 986 26
125 881 87
545 264 75
301 512 98
514 437 29
325 98 17
536 899 10
711 935 77
495 698 8
918 167 79
973 478 71
830 696 2
50 889 64
137 742 2
608 146 100
96 235 89
76 469 14
384 339 71
299 298 62
788 371 39
556 969 90
91 355 74
98 393 64
765 734 16
373 994 86
133 921 90
229 336 19
623 242 29
43 127 52
812 507 82
45 556 21
515 254 81
907 684 66
422 439 49
256 597 80
999 858 11
148 189 96
319 320 88
330 323 75
437 388 10
237 456 68
695 135 69
753 857 97
590 630 92
196 475 94
226 31 26
220 691 69
559 144 85
689 764 89
184 738 99
729 741 46
17 942 79
101 600 47
723 922 96
888 849 94
198 47 56
162 250 25
615 157 27
616 563 99
903 827 29
552 61 75
780 584 74
189 48 43
987 479 30
482 532 43
496 854 7
324 497 29
553 295 50
651 942 61
816 701 84
620 663 34
709 623 20
368 111 4
86 510 82
938 391 5
361 232 73
387 353 64
189 160 97
392 44 60
307 955 37
905 849 5
744 56 9
457 189 18
819 268 73
393 685 35
953 382 70
733 964 42
936 845 35
290 227 63
918 303 86
245 46 98
472 908 85
352 853 93
702 914 8
971 809 85
781 291 33
587 128 72
97 290 100
993 976 57
839 164 54
988 459 100
526 784 22
499 171 12
523 462 51
164 852 43
695 801 1
26 154 26
754 167 76
363 998 56
887 123 72
543 289 76
622 231 77
994 646 8
356 272 61
689 253 68
992 798 17
918 653 95
873 45 66
564 773 18
285 139 57
218 952 8
747 218 96
864 549 94
686 553 94
39 50 61
108 54 100
482 788 7
293 375 81
394 634 62
428 974 81
682 5 44
413 548 52
59 296 25
579 530 80
858 884 65
250 852 47
102 843 26
964 804 50
398 87 67
615 466 17
431 502 97
196 454 92
293 420 78
743 98 37
447 233 21
153 111 46
259 210 43
546 970 41
646 379 31
214 802 13
458 688 74
73 759 58
204 364 41
716 971 32
284 859 85
205 903 67
896 65 29
507 511 18
935 636 40
664 175 95
980 24 75
805 295 97
925 62 22
631 299 18
667 307 23
428 696 15
301 900 97
831 428 83
40 640 55
499 234 54
778 986 17
243 562 65
853 174 14
928 388 3
551 779 65
736 431 69
500 261 82
202 129 52
597 168 83
471 828 71
645 548 91
598 985 16
674 562 4
897 787 57
502 533 93
635 390 39
551 69 93
681 217 36
888 509 23
486 737 57
909 149 21
610 71 15
132 309 59
745 384 77
356 101 7
769 750 51
889 277 12
517 367 84
377 882 3
741 859 9
560 872 78
815 801 93
946 662 21
858 5 98
926 330 64
135 985 70
800 65 58
877 449 28
110 181 99
587 561 64
49 643 69
986 607 22
993 179 67
995 942 37
680 686 62
48 652 19
26 166 81
335 14 32
739 631 29
718 764 25
459 827 33
883 920 43
832 635 25
230 507 77
222 420 77
811 998 28
108 750 64
671 712 71
441 532 46
681 410 81
361 639 92
545 94 99
921 61 54
476 58 74
282 505 4
312 30 78
921 781 40
212 137 94
685 875 77
275 277 3
39 687 48
465 500 78
420 663 75
414 919 95
492 373 35
306 45 89
129 344 88
75 135 52
854 59 36
57 288 52
606 901 57
296 107 71
836 878 25
4 512 23
141 818 73
353 359 81
278 763 33
655 885 15
257 175 55
861 981 67
278 908 98
86 341 75
137 889 91
350 39 17
287 68 47
239 948 45
486 373 69
465 202 73
128 588 100
556 160 33
921 115 70
342 16 54
757 670 62
159 462 1
338 647 27
89 9 45
402 998 43
391 715 49
944 188 76
598 206 16
421 656 78
679 96 74
106 346 50
227 995 61
440 523 4
566 965 29
375 599 33
854 311 94
784 61 28
834 41 41
375 914 14
479 890 22
309 96 36
478 588 87
982 155 17
129 91 89
278 322 62
355 169 43
665 839 32
273 460 73
872 786 1
315 219 25
136 535 24
753 260 97
906 509 41
233 170 82
128 281 80
390 88 48
737 889 39
437 170 7
178 335 4
756 438 66
619 264 80
212 705 44
412 4 70
835 702 55
386 214 22
37 500 26
307 69 37
330 358 69
312 693 5
742 157 39
194 44 56
570 138 16
393 661 69
222 443 23
91 945 82
773 390 81
378 961 50
532 293 68
305 522 69
837 529 16
52 268 23
173 868 93
759 947 48
256 598 51
68 178 91
195 621 4
751 919 50
760 265 56
338 514 58
377 664 60
978 636 52
282 115 100
301 609 37
12 592 74
152 485 47
796 275 10
856 122 7
692 912 32
540 905 52
817 546 10
771 865 36
273 254 41
502 257 65
360 786 69
696 774 43
873 598 57
717 208 33
959 796 43
375 943 59
631 86 95
840 956 44
807 252 29
529 285 14
157 545 88
649 449 21
137 554 82
206 728 39
178 771 64
726 525 97
397 791 29
460 742 10
231 328 41
324 151 61
595 744 52
253 686 6
36 81 81
794 289 36
778 923 36
795 499 19
81 933 84
310 605 27
494 309 76
483 500 46
887 319 46
671 965 65
374 229 78
619 272 75
13 962 95
511 523 100
378 720 9
250 534 2
86 6 21
580 191 9
812 529 93
395 106 25
721 821 52
187 759 16
5 452 48
757 947 22
769 263 81
584 905 89
432 310 12
361 313 97
555 94 69
413 260 15
243 275 79
601 139 86
559 807 69
366 78 13
777 212 7
546 350 13
438 687 10
998 407 69
213 405 85
182 842 22
106 613 14
769 731 13
704 928 58
857 78 4
676 577 79
846 278 96
627 384 51
854 827 22
239 290 37
527 272 81
480 421 70
141 406 58
787 956 23
880 184 93
250 80 9
643 639 50
596 614 80
585 645 19
141 963 4
590 878 96
521 511 11
680 736 94
184 119 44
900 460 34
721 999 49
503 134 66
494 810 19
503 391 11
736 418 62
951 211 7
715 852 47
647 431 21
672 980 74
783 913 91
411 470 41
76 5 44
395 713 27
565 61 72
614 335 11
39 107 32
574 509 96
86 3 91
647 667 62
12 646 20
719 867 43
300 944 60
628 273 27
398 480 3
712 252 36
460 230 49
368 953 10
511 338 83
988 293 5
658 174 33
699 471 17
898 597 80
999 637 77
243 495 7
275 432 58
943 137 15
459 890 44
446 307 41
75 55 47
738 207 94
636 752 86
303 329 53
617 499 12
849 977 14
838 349 41
64 557 70
342 632 63
817 601 83
381 636 97
245 451 58
942 264 24
548 590 58
427 276 99
428 308 20
454 5 72
40 386 43
360 900 78
999 456 69
549 620 17
103 392 6
377 646 37
878 611 5
699 849 32
231 386 47
499 132 58
437 971 40
341 242 86
589 761 11
66 412 1
534 829 27
842 346 5
780 270 34
243 324 25
139 311 30
256 756 6
332 701 61
56 945 3
636 305 30
919 409 72
80 72 23
226 714 69
768 566 85
15 567 9
664 217 45
569 861 63
323 551 65
829 686 94
231 33 13
264 931 89
828 199 82
8 457 92
547 852 1
716 668 45
849 201 14
929 919 30
711 743 44
891 665 76
968 430 98
464 93 62
399 426 5
2 306 59
915 516 80
52 649 8
911 656 24
863 845 80
521 913 86
42 444 95
296 397 59
223 554 67
252 501 54
702 980 26
240 38 33
72 37 72
571 190 37
559 636 20
389 963 14
847 56 70
318 309 21
220 330 79
422 313 98
948 892 46
984 303 44
573 316 86
246 300 16
785 421 8
837 566 47
292 438 31
679 441 26
339 264 38
594 86 80
153 388 43
382 857 70
463 178 79
754 980 88
764 568 82
697 713 4
422 926 18
579 841 41
213 528 95
746 214 98
549 154 8
965 70 64
255 94 49
894 949 5
788 687 45
570 824 83
99 924 41
263 465 43
319 155 42
776 123 26
488 515 19
874 942 88
857 525 36
736 579 35
744 575 32
934 369 71
68 372 33
137 957 53
886 595 54
945 122 34
885 244 89
821 869 14
474 915 16
889 625 59
933 975 57
814 50 37
407 947 65
332 957 7
412 652 47
238 428 39
971 371 39
941 532 7
175 447 14
338 535 21
445 619 16
644 635 73
88 588 84
249 672 71
437 794 80
801 631 13
525 641 46
613 243 29
453 622 92
893 284 27
874 896 52
318 704 36
365 265 92
212 274 74
112 669 10
502 91 35
155 400 89
859 15 90
199 114 64
470 632 72
977 63 65
90 23 86
72 85 74
780 665 21
936 557 10
518 416 88
507 427 77
918 398 21
570 473 86
6 882 22
832 108 76
847 52 40
949 479 93
896 187 24
674 162 42
996 25 78
714 331 38
440 160 88
751 238 10
610 339 5
253 983 80
772 639 26
755 505 2
151 986 37
552 603 89
719 545 85
106 797 22
466 507 42
712 250 10
368 996 21
188 470 28
33 787 6
824 412 62
166 598 80
315 584 72
471 333 60
579 500 40
946 862 8
721 62 1
583 779 9
692 663 64
945 644 20
406 557 36
721 537 66
522 678 2
621 217 39
46 483 74
974 400 15
935 794 34
263 392 88
847 607 62
18 535 91
719 667 48
948 619 33
424 549 69
911 84 4
69 331 60
593 234 75
142 70 21
489 889 50
552 365 86
36 717 56
609 131 76
194 602 80
564 596 7
288 387 37
883 277 9
372 714 16
918 491 37
29 67 21
857 762 30
253 671 49
711 216 54
298 599 3
99 190 17
691 419 39
641 812 83
743 448 60
806 867 18
5 545 46
342 603 16
732 956 81
682 102 82
554 681 11
117 811 28
560 692 81
902 112 65
673 548 64
128 461 23
751 818 73
711 966 10
150 857 39
472 508 52
523 663 78
432 438 13
317 48 31
298 845 21
173 753 68
556 70 35
405 949 23
250 805 59
537 467 42
152 475 17
748 397 52
413 729 38
796 15 67
796 11 19
777 77 22
77 485 98
35 326 10
520 903 83
331 720 35
861 563 81
953 152 99
556 537 26
909 39 80
507 78 8
236 590 65
376 742 99
619 652 61
765 275 56
524 612 44
243 8 3
589 831 92
652 349 54
962 620 12
447 435 94
686 11 86
53 307 95
265 461 27
42 553 72
433 761 30
486 407 87
724 794 69
512 68 57
119 922 86
492 789 58
660 647 98
493 896 98
448 203 40
955 693 37
627 238 62
183 683 15
397 977 54
310 133 11
970 319 9
705 707 58
720 949 43
238 55 11
980 461 89
34 898 91
864 705 91
752 52 38
509 541 62
444 432 15
59 256 58
199 171 58
795 209 77
378 45 92
9 285 32
152 585 10
839 339 93
225 721 90
289 771 92
427 253 13
816 597 10
999 114 48
260 242 43
503 584 34
597 868 63
458 906 58
108 609 40
462 631 5
317 364 31
952 467 98
103 471 92
759 126 40
876 406 21
604 344 18
925 317 12
634 130 98
228 422 54
857 25 24
795 302 27
437 265 54
262 121 36
815 690 42
299 8 88
325 97 5
220 643 97
587 249 38
729 346 19
329 659 41
445 894 37
4 922 99
603 117 90
528 204 57
179 710 45
257 89 66
677 96 96
290 607 28
92 353 77
222 708 82
904 252 44
675 65 94
148 12 2
541 730 75
590 479 55
59 449 72
179 760 21
714 172 78
123 341 42
994 914 5
361 907 47
408 718 31
538 809 43
953 576 59
19 795 98
320 914 36
322 49 67
851 669 7
32 892 57
600 714 77
308 560 47
346 182 44
612 874 29
960 120 37
691 701 28
743 518 54
16 690 83
776 884 52
616 306 55
880 813 86
749 843 10
598 217 16
864 295 18
221 5 40
548 690 90
588 645 27
332 389 33
629 90 37
347 882 47
487 867 54
67 336 26
915 189 100
973 369 85
235 294 95
271 324 37
390 301 9
911 783 100
930 701 53
202 385 83
917 817 87
835 330 96
556 909 89
548 337 42
665 453 15
907 948 95
17 192 18
340 622 25
796 128 45
627 310 40
114 144 21
695 130 10
495 7 80
571 389 36
230 55 47
817 855 78
593 528 18
617 386 79
513 647 1
117 397 33
555 630 57
199 639 9
295 770 42
116 210 4
976 749 71
774 773 7
734 861 81
975 988 27
841 67 100
798 282 6
35 485 49
746 851 95
374 602 31
841 831 51
372 374 45
951 426 21
801 661 94
76 864 52
819 964 33
970 813 38
308 269 50
857 12 27
50 561 74
783 789 36
378 792 96
3 748 53
466 50 87
822 22 61
634 678 2
983 400 54
862 30 18
95 883 51
96 456 24
236 500 48
86 963 18
463 808 95
805 719 49
183 545 66
158 143 56
438 69 19
95 846 37
62 232 40
661 480 92
212 499 24
515 644 73
198 649 49
58 825 21
759 815 89
485 561 94
523 433 52
217 402 53
34 940 54
922 355 77
556 377 60
588 826 39
500 175 45
685 748 52
145 611 51
5 20 49
91 922 87
749 620 2
978 552 98
401 675 53
293 786 67
215 101 8
813 580 100
255 588 3
82 317 56
216 768 55
332 514 81
790 159 9
281 979 93
546 170 23
193 84 74
917 737 94
44 286 58
295 75 30
95 154 74
228 417 46
33 468 33
987 717 6
310 348 3
416 829 48
791 617 95
891 797 93
722 10 15
253 120 3
194 19 9
308 768 63
136 447 51
445 907 71
829 398 40
638 820 74
495 254 84
269 877 59
211 311 97
598 632 87
88 244 9
951 392 51
992 717 66
250 546 13
105 117 68
267 658 27
650 241 91
135 133 74
108 971 11
838 996 43
534 886 68
191 315 41
150 648 19
757 307 44
121 605 81
414 590 99
119 708 37
876 1 45
214 936 27
939 70 59
110 265 29
928 439 43
901 438 73
643 375 17
70 180 57
372 177 50
95 383 75
864 890 40
529 182 51
463 238 27
532 446 98
256 870 28
790 392 67
186 699 3
46 348 55
658 866 70
115 364 60
119 939 31
821 164 50
131 216 30
610 264 81
326 85 99
671 930 96
254 648 96
289 277 75
506 738 82
395 181 33
418 127 83
330 550 66
633 570 48
841 491 22
893 196 31
932 460 66
641 458 30
537 156 35
702 854 47
12 605 9
767 228 10
110 600 17
839 756 62
331 516 47
809 899 18
22 883 13
977 306 51
86 483 66
732 673 51
231 943 97
90 324 12
900 365 76
704 599 88
232 40 39
120 265 36
408 440 62
615 569 51
739 243 47
97 46 9
379 135 79
974 355 61
907 25 37
811 445 24
77 29 46
971 988 24
191 552 93
173 345 77
808 973 57
893 406 36
610 233 69
113 600 44
969 870 39
361 767 75
5 189 66
752 717 22
547 964 21
321 311 31
131 681 78
493 440 65
186 657 53
584 647 36
544 705 80
262 84 33
994 434 96
465 962 63
414 177 5
908 819 39
914 206 71
486 410 41
636 575 64
19 905 1
576 465 98
661 282 40
29 933 49
412 179 26
978 198 100
749 860 75
226 306 28
344 106 5
910 538 38
279 190 75
868 641 78
760 42 92
487 636 19
136 486 45
888 482 93
503 9 30
789 114 40
746 687 11
32 813 20
952 989 9
639 479 50
43 447 92
844 742 33
491 333 66
632 353 45
63 375 84
658 923 55
209 403 88
315 47 45
287 254 90
897 89 97
233 380 16
324 398 52
939 75 76
588 252 22
755 869 43
861 788 74
956 28 20
734 902 79
354 452 26
122 901 66
251 704 80
930 287 14
535 782 71
962 483 80
294 69 61
948 884 67
527 499 14
715 219 89
257 887 90
825 211 2
109 988 79
616 241 4
529 439 76
703 547 100
244 381 55
146 845 51
708 195 86
882 465 96
365 124 9
192 750 54
710 888 38
755 405 50
359 525 46
708 636 10
813 849 40
582 836 99
947 904 93
236 700 90
508 466 99
655 30 69
766 841 50
281 492 40
229 846 78
282 73 97
450 963 6
1000 574 76
912 489 77
813 310 47
797 529 52
738 9 95
169 627 91
170 695 29
178 825 99
634 186 66
254 210 53
54 418 5
126 830 48
60 809 36
310 394 41
32 624 45
794 282 32
869 224 91
494 436 6
472 47 97
776 246 38
810 118 27
726 168 97
326 887 76
704 367 71
320 385 86
161 657 52
538 728 63
865 30 82
78 810 32
962 92 42
414 321 3
325 490 56
946 457 73
770 340 26
117 788 58
244 293 30
103 777 6
150 998 94
687 645 38
986 985 46
977 239 57
982 620 53
236 754 11
765 510 12
290 115 90
417 39 6
530 772 7
414 530 40
733 240 40
644 862 96
339 620 96
8 732 21
484 752 44
538 518 54
295 66 65
470 631 25
184 288 8
486 557 35
667 944 20
694 183 57
101 2 51
309 599 47
739 427 40
836 434 66
599 10 37
911 356 41
754 746 52
657 612 37
69 119 71
628 788 16
188 424 6
145 848 11
145 115 6
588 201 50
622 220 87
132 255 48
921 622 45
967 863 1
898 392 23
908 984 66
461 523 44
460 554 81
881 687 83
204 980 3
773 262 16
974 589 44
182 192 34
297 795 92
622 532 17
792 274 8
132 616 42
434 111 66
946 338 88
146 907 47
373 533 89
843 156 62
785 626 50
924 716 60
200 741 33
519 298 49
472 664 33
112 819 33
861 973 84
644 608 50
597 66 11
229 325 98
159 742 60
231 318 60
27 765 12
958 54 5
61 474 83
199 166 24
856 949 77
82 37 74
981 197 79
184 784 40
577 147 95
700 986 66
328 263 39
109 743 71
847 666 85
35 213 59
988 358 94
304 396 60
593 805 60
397 532 66
672 465 53
614 390 10
709 671 9
414 296 48
762 1000 12
803 259 98
852 574 29
229 725 20
862 912 4
221 959 88
449 826 49
437 205 47
379 427 19
459 464 64
134 894 55
561 967 51
439 836 13
133 274 80
244 201 58
961 409 37
20 32 56
511 261 79
604 469 2
586 856 45
735 897 93
487 936 42
327 710 20
747 936 64
172 925 75
861 113 72
22 199 38
611 933 1
712 356 8
89 459 93
527 597 14
542 732 10
260 111 5
112 851 55
845 447 90
679 519 6
986 221 66
745 889 12
483 588 88
824 179 63
495 951 64
924 503 27
253 180 27
932 527 22
580 291 68
57 384 62
67 891 14
678 340 92
65 38 18
21 351 70
395 95 40
12 348 72
168 379 66
665 761 86
729 35 54
364 201 55
930 9 47
412 201 58
742 395 58
831 539 83
689 530 54
153 200 76
682 487 93
547 757 40
979 639 86
779 910 41
200 813 8
34 540 70
511 375 46
556 481 58
973 919 8
585 21 24
734 590 95
605 760 78
612 619 99
812 898 91
704 35 8
671 91 96
561 784 55
854 65 29
945 410 60
615 554 55
872 773 22
692 530 12
407 201 40
928 679 17
962 237 43
737 355 44
410 991 75
530 442 30
499 167 85
773 609 21
559 415 39
608 864 1
123 922 6
543 589 96
642 363 33
663 792 24
759 501 8
731 129 53
407 355 76
514 243 98
836 324 24
445 286 81
173 893 11
714 327 9
727 382 96
348 379 77
151 39 38
554 167 100
763 724 7
642 828 90
966 153 23
561 833 27
489 555 59
40 429 77
896 255 18
400 277 81
725 913 43
119 314 55
286 954 78
35 958 35
259 422 99
778 876 87
542 670 15
555 184 78
38 506 89
8 434 92
125 319 47
201 685 32
608 604 70
685 802 90
375 165 97
15 492 9
483 586 2
49 386 41
327 279 97
897 951 80
699 611 33
488 391 37
556 157 100
888 225 93
349 482 52
217 34 21
815 958 83
230 866 9
785 157 32
571 706 14
774 400 56
933 768 34
808 371 49
794 330 8
925 366 33
18 258 86
65 396 78
121 136 84
273 749 23
247 715 43
710 473 38
920 903 22
81 591 47
101 984 92
886 188 64
212 330 74
420 873 100
63 799 94
343 459 57
902 541 10
312 705 100
923 606 35
258 725 94
933 682 30
749 575 64
332 340 64
867 198 56
517 77 56
445 93 31
419 103 55
948 671 71
538 37 91
951 993 63
747 746 6
540 230 91
534 319 8
432 24 100
803 114 11
409 861 20
806 377 12
62 318 66
286 693 98
840 966 64
620 488 100
298 720 46
510 591 98
637 379 48
925 494 56
608 755 16
311 905 49
500 187 20
419 324 99
173 253 17
343 559 65
690 600 28
894 399 9
204 450 60
562 221 11
336 38 92
596 299 53
510 586 100
859 774 75
678 509 71
976 369 74
206 774 25
575 42 51
1000 31 67
703 814 37
269 899 27
75 258 54
952 341 53
365 802 72
959 5 92
886 411 73
207 323 5
695 201 24
730 213 48
552 508 24
49 884 62
171 330 81
656 478 67
41 45 71
53 871 44
42 857 20
185 369 20
862 901 31
446 488 74
247 315 81
815 74 38
206 855 24
705 715 32
104 318 98
782 842 77
483 809 34
163 643 49
737 355 80
278 251 56
683 65 20
70 81 67
832 473 4
216 363 65
406 862 75
40 344 28
139 631 52
362 232 93
593 864 55
521 100 43
46 78 17
864 802 84
800 589 63
135 722 29
506 345 48
528 223 97
346 687 54
319 922 26
937 890 68
385 736 72
39 46 29
802 337 65
308 98 67
32 330 97
140 886 15
561 499 48
21 380 6
400 904 100
894 654 68
7 894 4
937 599 67
44 36 42
572 478 18
195 777 93
86 222 2
412 260 74
711 314 73
711 842 61
563 910 7
297 137 45
484 273 60
775 702 92
686 740 42
741 28 63
226 4 98
265 331 77
7 288 10
564 842 16
727 740 88
789 562 24
113 594 57
440 911 10
755 676 67
42 799 100
2 199 54
324 335 90
888 879 10
462 362 7
121 544 60
528 80 55
521 943 76
863 48 69
445 136 79
677 196 49
255 186 96
50 346 14
661 296 9
829 707 64
178 114 69
231 343 97
289 33 34
185 61 20
68 465 65
912 437 42
656 813 97
87 158 57
457 326 83
389 234 59
428 770 11
383 771 97
586 759 53
949 640 47
657 645 78
82 305 94
897 204 1
626 214 52
652 975 15
303 901 19
270 661 15
809 251 23
134 774 26
75 526 6
623 177 84
422 734 54
671 211 7
187 40 60
982 899 66
496 177 14
720 27 10
519 739 17
996 378 67
86 875 35
258 693 72
878 64 26
876 836 17
942 300 2
987 879 53
578 84 65
850 983 8
46 258 22
631 21 38
503 813 61
857 389 40
17 970 11
852 903 19
772 274 28
275 610 2
167 2 91
406 774 14
757 56 94
970 501 85
945 699 39
841 931 67
876 63 70
757 208 26
704 532 46
814 859 100
363 324 96
431 700 64
209 513 89
565 964 14
463 984 34
609 37 3
967 434 20
305 77 6
580 406 92
247 175 32
414 663 28
818 53 18
664 850 48
344 323 58
120 785 6
372 563 83
487 790 15
870 393 96
605 332 100
645 980 24
457 742 15
933 154 55
516 552 44
692 71 22
818 220 53
536 714 56
896 14 30
678 305 23
295 654 27
967 368 55
169 318 74
99 734 49
625 4 27
684 138 23
889 87 79
982 189 19
377 942 98
788 945 48
911 456 91
722 598 55
103 955 69
43 5 91
179 100 88
912 19 72
312 565 54
432 406 9
855 850 72
597 488 63
810 648 39
599 623 76
671 577 30
369 745 33
86 746 63
876 992 40
252 106 72
11 111 87
218 900 14
412 752 1
747 159 30
393 62 10
881 599 20
488 468 70
13 369 17
20 862 43
793 539 26
803 504 45
91 470 84
888 444 3
472 178 70
218 856 47
792 713 44
761 228 40
539 554 21
530 611 45
498 812 98
290 181 58
707 296 50
373 939 40
623 265 12
168 9 38
853 495 33
254 876 77
473 357 13
964 953 26
398 457 86
60 312 72
509 741 81
646 241 46
497 933 36
50 780 71
685 402 29
797 629 67
549 263 51
956 330 69
288 343 4
332 871 57
903 502 50
62 275 97
43 603 48
447 923 92
880 175 70
190 488 88
208 626 72
923 194 60
211 248 88
330 764 62
503 853 14
596 264 90
759 183 5
468 168 9
940 129 45
80 138 7
717 393 93
497 443 81
143 526 32
122 407 3
286 423 94
808 910 57
26 621 3
177 514 99
650 595 39
703 377 42
299 764 92
455 178 72
8 49 17
240 997 14
615 917 2
95 854 76
454 793 2
315 94 80
383 562 94
182 528 68
382 401 5
237 451 79
713 421 94
243 453 92
733 721 42
478 780 30
590 299 96
289 790 75
808 110 83
520 384 18
123 360 47
650 815 35
756 768 12
706 793 67
430 525 13
806 601 16
672 400 43
252 158 77
952 950 49
153 926 25
451 370 20
181 676 79
497 288 63
355 465 64
877 265 21
536 424 94
661 1000 11
666 415 40
892 456 10
372 621 56
929 574 48
163 958 89
93 501 4
802 94 52
913 823 71
885 817 32
243 224 64
953 800 10
282 393 11
167 717 73
768 130 75
822 798 32
671 665 50
128 755 69
887 594 100
919 889 7
346 273 14
157 291 25
259 641 27
29 299 45
225 189 3
505 217 13
246 829 97
225 384 1
211 3 75
389 870 87
233 588 49
623 393 73
861 354 52
487 286 8
572 47 50
31 405 68
270 203 56
232 146 9
49 230 63
498 389 62
91 236 22
510 209 31
331 611 96
441 579 29
208 580 69
760 776 68
902 686 94
865 744 50
388 424 99
352 691 81
834 73 35
66 512 62
287 435 37
899 199 14
192 421 100
223 731 69
243 796 22
997 126 82
505 762 24
911 777 76
244 1 86
705 278 29
255 468 58
682 114 38
613 49 36
892 422 88
17 305 98
135 137 32
793 966 39
17 886 6
567 760 61
825 372 38
451 345 55
593 58 21
487 204 96
385 450 43
659 983 52
473 27 68
307 407 20
574 120 86
782 481 6
230 35 49
